t_s,x_m,y_m,vx_mps,vy_mps,r_m,E_spec
2578.0,-6607700.013420733,1500433.6321005423,-1697.7934444984776,-7474.0293165863495,6775913.263295124,-29392872.126349516
2579.0,-6609393.578222193,1492958.6425711405,-1689.3350757777378,-7475.94495828311,6775913.8852462275,-29392872.12634779
2580.0,-6611078.683572289,1485481.742183976,-1680.8745471780287,-7477.851030892913,6775914.504090635,-29392872.126346074
2581.0,-6612755.327316549,1478002.9405093547,-1672.4118695176353,-7479.747531984015,6775915.119827557,-29392872.126344364
2582.0,-6614423.507311324,1470522.247120008,-1663.9470536175722,-7481.634459136891,6775915.7324562045,-29392872.126342673
2583.0,-6616083.221423784,1463039.671591081,-1655.4801103015702,-7483.511809944228,6775916.341975796,-29392872.126340978
2584.0,-6617734.467531927,1455555.2235001198,-1647.0110503960625,-7485.379582010937,6775916.948385552,-29392872.126339294
2585.0,-6619377.243524576,1448068.9124270594,-1638.5398847301708,-7487.237772954151,6775917.551684693,-29392872.12633764
2586.0,-6621011.5473013865,1440580.7479542117,-1630.0666241356919,-7489.086380403228,6775918.151872454,-29392872.12633597
2587.0,-6622637.376772847,1433090.7396662529,-1621.5912794470835,-7490.925401999755,6775918.748948064,-29392872.126334317
2588.0,-6624254.729860281,1425598.897150212,-1613.1138615014509,-7492.754835397552,6775919.342910761,-29392872.126332667
2589.0,-6625863.604495849,1418105.2299954577,-1604.6343811385327,-7494.574678262672,6775919.933759784,-29392872.126331035
2590.0,-6627463.998622557,1410609.7477936866,-1596.1528492006876,-7496.384928273407,6775920.521494379,-29392872.12632941
2591.0,-6629055.910194251,1403112.4601389107,-1587.66927653288,-7498.185583120291,6775921.106113794,-29392872.126327787
2592.0,-6630639.337175623,1395613.376627446,-1579.183673982667,-7499.976640506099,6775921.687617282,-29392872.126326177
2593.0,-6632214.277542216,1388112.5068578986,-1570.6960524001836,-7501.758098145855,6775922.2660040995,-29392872.12632457
2594.0,-6633780.729280423,1380609.860431154,-1562.2064226381299,-7503.52995376683,6775922.841273507,-29392872.126322974
2595.0,-6635338.690387492,1373105.4469503646,-1553.7147955517567,-7505.292205108549,6775923.413424768,-29392872.1263214
2596.0,-6636888.158871527,1365599.276020937,-1545.2211819988518,-7507.044849922791,6775923.982457153,-29392872.126319814
2597.0,-6638429.13275149,1358091.357250519,-1536.7255928397262,-7508.787885973596,6775924.548369931,-29392872.126318242
2598.0,-6639961.610057206,1350581.7002489895,-1528.228038937201,-7510.521311037259,6775925.111162382,-29392872.12631669
2599.0,-6641485.588829364,1343070.3146284444,-1519.7285311565925,-7512.245122902344,6775925.670833784,-29392872.126315143
2600.0,-6643001.067119519,1335557.2100031849,-1511.2270803656986,-7513.959319369678,6775926.2273834245,-29392872.12631359
2601.0,-6644508.042990096,1328042.395989705,-1502.7236974347857,-7515.66389825236,6775926.780810589,-29392872.12631205
2602.0,-6646006.514514389,1320525.88220668,-1494.2183932365745,-7517.358857375758,6775927.331114572,-29392872.126310524
2603.0,-6647496.479776569,1313007.6782749535,-1485.7111786462258,-7519.044194577516,6775927.878294666,-29392872.126309015
2604.0,-6648977.936871681,1305487.793817525,-1477.2020645413272,-7520.719907707554,6775928.422350176,-29392872.12630751
2605.0,-6650450.883905651,1297966.2384595384,-1468.6910618018794,-7522.3859946280745,6775928.963280405,-29392872.126306012
2606.0,-6651915.318995285,1290443.021828269,-1460.1781813102816,-7524.042453213561,6775929.50108466,-29392872.126304526
2607.0,-6653371.240268271,1282918.1535531112,-1451.6634339513182,-7525.689281350784,6775930.035762255,-29392872.126303043
2608.0,-6654818.6458631875,1275391.6432655675,-1443.146830612145,-7527.3264769388,6775930.567312508,-29392872.12630156
2609.0,-6656257.533929496,1267863.500599234,-1434.6283821822758,-7528.954037888956,6775931.095734735,-29392872.126300093
2610.0,-6657687.902627553,1260333.7351897897,-1426.1080995535672,-7530.5719621248945,6775931.621028263,-29392872.126298644
2611.0,-6659109.7501286045,1252802.356674984,-1417.585993620206,-7532.180247582553,6775932.143192421,-29392872.12629719
2612.0,-6660523.074614794,1245269.3746946247,-1409.062075278695,-7533.778892210167,6775932.662226541,-29392872.126295738
2613.0,-6661927.874279162,1237734.798890564,-1400.536355427839,-7535.367893968274,6775933.178129957,-29392872.12629431
2614.0,-6663324.147325649,1230198.6389066882,-1392.0088449687312,-7536.947250829714,6775933.6909020115,-29392872.126292903
2615.0,-6664711.891969099,1222660.9043889046,-1383.479554804739,-7538.516960779635,6775934.200542049,-29392872.126291495
2616.0,-6666091.106435259,1215121.6049851289,-1374.948495841491,-7540.077021815492,6775934.707049418,-29392872.126290087
2617.0,-6667461.788960783,1207580.7503452734,-1366.4156789868614,-7541.627431947053,6775935.210423471,-29392872.12628868
2618.0,-6668823.937793233,1200038.3501212348,-1357.8811151509583,-7543.168189196398,6775935.7106635645,-29392872.12628729
2619.0,-6670177.551191085,1192494.4139668806,-1349.344815246108,-7544.6992915979245,6775936.207769057,-29392872.126285914
2620.0,-6671522.627423725,1184948.951538039,-1340.8067901868428,-7546.220737198349,6775936.701739314,-29392872.12628455
2621.0,-6672859.164771458,1177401.972492484,-1332.2670508898855,-7547.732524056708,6775937.192573707,-29392872.12628318
2622.0,-6674187.161525506,1169853.4864899253,-1323.7256082741364,-7549.234650244363,6775937.680271603,-29392872.12628183
2623.0,-6675506.615988008,1162303.503191995,-1315.1824732606597,-7550.727113845001,6775938.164832383,-29392872.126280483
2624.0,-6676817.526472027,1154752.0322622352,-1306.6376567726688,-7552.209912954639,6775938.646255425,-29392872.12627914
2625.0,-6678119.891301553,1147199.0833660858,-1298.0911697355134,-7553.683045681621,6775939.124540114,-29392872.126277823
2626.0,-6679413.708811498,1139644.666170872,-1289.5430230766644,-7555.146510146627,6775939.599685839,-29392872.12627651
2627.0,-6680698.977347706,1132088.7903457927,-1280.9932277257012,-7556.600304482675,6775940.071691993,-29392872.1262752
2628.0,-6681975.69526695,1124531.4655619068,-1272.4417946142971,-7558.044426835117,6775940.540557971,-29392872.1262739
2629.0,-6683243.860936935,1116972.7014921224,-1263.8887346762058,-7559.478875361647,6775941.006283175,-29392872.126272604
2630.0,-6684503.472736302,1109412.5078111836,-1255.334058847247,-7560.903648232302,6775941.468867008,-29392872.126271326
2631.0,-6685754.529054629,1101850.894195658,-1246.7777780652932,-7562.318743629463,6775941.928308879,-29392872.12627006
2632.0,-6686997.0282924315,1094287.8703239248,-1238.2199032702554,-7563.724159747859,6775942.384608202,-29392872.1262688
2633.0,-6688230.968861169,1086723.4458761623,-1229.660445404069,-7565.119894794569,6775942.837764394,-29392872.126267534
2634.0,-6689456.34918324,1079157.6305343355,-1221.09941541068,-7566.505946989022,6775943.287776872,-29392872.12626629
2635.0,-6690673.16769199,1071590.4339821842,-1212.5368242360319,-7567.882314563003,6775943.734645063,-29392872.12626506
2636.0,-6691881.422831711,1064021.8659052094,-1203.9726828280507,-7569.248995760653,6775944.178368398,-29392872.126263823
2637.0,-6693081.113057646,1056451.9359906628,-1195.4070021366313,-7570.60598883847,6775944.6189463055,-29392872.12626261
2638.0,-6694272.236835985,1048880.6539275325,-1186.839793113624,-7571.953292065314,6775945.056378226,-29392872.126261394
2639.0,-6695454.792643874,1041308.0294065322,-1178.2710667128201,-7573.290903722407,6775945.490663597,-29392872.12626019
2640.0,-6696628.778969412,1033734.0721200877,-1169.7008338899384,-7574.618822103338,6775945.921801865,-29392872.126259
2641.0,-6697794.194311654,1026158.7917623254,-1161.129105602611,-7575.937045514061,6775946.349792479,-29392872.126257807
2642.0,-6698951.0371806165,1018582.1980290595,-1152.5558928103692,-7577.245572272899,6775946.77463489,-29392872.126256634
2643.0,-6700099.306097275,1011004.3006177795,-1143.98120647463,-7578.544400710549,6775947.196328557,-29392872.12625546
2644.0,-6701238.999593566,1003425.1092276383,-1135.405057558682,-7579.833529170079,6775947.61487294,-29392872.126254298
2645.0,-6702370.116212392,995844.6335594394,-1126.8274570276717,-7581.112956006934,6775948.030267502,-29392872.126253158
2646.0,-6703492.654507621,988262.8833156246,-1118.2484158485888,-7582.382679588936,6775948.442511716,-29392872.126252003
2647.0,-6704606.613044089,980679.8682002615,-1109.6679449902533,-7583.642698296288,6775948.85160505,-29392872.126250878
2648.0,-6705711.990397601,973095.597919032,-1101.0860554233006,-7584.893010521571,6775949.257546986,-29392872.12624975
2649.0,-6706808.785154935,965510.0821792184,-1092.5027581201687,-7586.133614669755,6775949.660337002,-29392872.12624864
2650.0,-6707896.995913841,957923.3306896924,-1083.9180640550828,-7587.364509158192,6775950.059974584,-29392872.12624753
2651.0,-6708976.621283045,950335.353160902,-1075.331984204043,-7588.585692416624,6775950.4564592205,-29392872.126246434
2652.0,-6710047.659882249,942746.1593048592,-1066.7445295448088,-7589.797162887181,6775950.8497904055,-29392872.126245335
2653.0,-6711110.110342135,935155.7588351277,-1058.1557110568863,-7590.998919024386,6775951.239967634,-29392872.12624427
2654.0,-6712163.971304363,927564.1614668105,-1049.5655397215135,-7592.190959295155,6775951.62699041,-29392872.126243193
2655.0,-6713209.2414215775,919971.3769165374,-1040.974026521647,-7593.373282178801,6775952.010858237,-29392872.126242127
2656.0,-6714245.919357406,912377.414902453,-1032.3811824419474,-7594.545886167032,6775952.391570624,-29392872.126241077
2657.0,-6715274.0037864605,904782.2851442035,-1023.787018468766,-7595.708769763958,6775952.769127085,-29392872.126240034
2658.0,-6716293.493394342,897185.9973629251,-1015.1915455901301,-7596.861931486089,6775953.143527137,-29392872.126238994
2659.0,-6717304.38687764,889588.5612812313,-1006.5947747957299,-7598.005369862337,6775953.514770301,-29392872.126237977
2660.0,-6718306.682943934,881989.9866232005,-997.9967170769037,-7599.139083434022,6775953.882856104,-29392872.126236953
2661.0,-6719300.380311794,874390.2831143633,-989.3973834266245,-7600.263070754868,6775954.247784073,-29392872.126235943
2662.0,-6720285.477710786,866789.4604816908,-980.7967848394859,-7601.377330391009,6775954.609553744,-29392872.12623494
2663.0,-6721261.973881473,859187.5284535814,-972.194932311688,-7602.481860920991,6775954.968164653,-29392872.126233947
2664.0,-6722229.86757541,851584.4967598488,-963.5918368410237,-7603.576660935768,6775955.323616342,-29392872.126232952
2665.0,-6723189.1575551545,843980.3751317097,-954.9875094268642,-7604.661729038712,6775955.675908355,-29392872.12623198
2666.0,-6724139.842594263,836375.1733017713,-946.3819610701457,-7605.73706384561,6775956.025040243,-29392872.12623101
2667.0,-6725081.9214772945,828768.9010040185,-937.7752027733551,-7606.802663984665,6775956.37101156,-29392872.126230054
2668.0,-6726015.39299981,821161.5679738019,-929.1672455405159,-7607.858528096501,6775956.713821864,-29392872.12622909
2669.0,-6726940.255968376,813553.1839478255,-920.5581003771744,-7608.904654834161,6775957.053470714,-29392872.126228154
2670.0,-6727856.509200565,805943.7586641336,-911.9477782903856,-7609.941042863114,6775957.3899576785,-29392872.126227222
2671.0,-6728764.151524956,798333.3018620993,-903.3362902886995,-7610.967690861249,6775957.723282326,-29392872.12622631
2672.0,-6729663.181781142,790721.8232824112,-894.7236473821467,-7611.9845975188855,6775958.053444232,-29392872.12622539
2673.0,-6730553.598819721,783109.3326670615,-886.1098605822249,-7612.991761538768,6775958.380442972,-29392872.12622448
2674.0,-6731435.401502306,775495.8397593335,-877.4949409018843,-7613.98918163607,6775958.704278129,-29392872.12622359
2675.0,-6732308.588701524,767881.3543037893,-868.8788993555141,-7614.976856538397,6775959.02494929,-29392872.126222692
2676.0,-6733173.1593010165,760265.8860462568,-860.2617469589285,-7615.954784985788,6775959.342456044,-29392872.126221813
2677.0,-6734029.1121954415,752649.4447338177,-851.6434947293523,-7616.922965730713,6775959.656797984,-29392872.126220956
2678.0,-6734876.446290474,745032.0401147953,-843.0241536854073,-7617.881397538082,6775959.967974709,-29392872.12622009
2679.0,-6735715.160502812,737413.6819387415,-834.4037348470982,-7618.830079185237,6775960.275985823,-29392872.126219235
2680.0,-6736545.253760168,729794.3799564248,-825.7822492357986,-7619.769009461964,6775960.58083093,-29392872.126218397
2681.0,-6737366.725001283,722174.1439198176,-817.1597078742369,-7620.698187170486,6775960.882509641,-29392872.126217563
2682.0,-6738179.573175916,714552.983582084,-808.5361217864825,-7621.617611125468,6775961.18102157,-29392872.126216732
2683.0,-6738983.797244856,706930.9086975667,-799.9115019979314,-7622.52728015402,6775961.476366337,-29392872.126215905
2684.0,-6739779.396179913,699307.9290217758,-791.2858595352927,-7623.427193095696,6775961.768543562,-29392872.126215104
2685.0,-6740566.368963927,691684.0543113754,-782.6592054265744,-7624.317348802495,6775962.057552873,-29392872.12621429
2686.0,-6741344.7145907665,684059.2943241709,-774.0315507010694,-7625.197746138865,6775962.3433938995,-29392872.126213506
2687.0,-6742114.432065329,676433.6588190976,-765.4029063893411,-7626.068383981704,6775962.626066276,-29392872.12621272
2688.0,-6742875.520403544,668807.1575562074,-756.77328352321,-7626.929261220358,6775962.905569642,-29392872.126211952
2689.0,-6743627.978632376,661179.8002966568,-748.1426931357395,-7627.7803767566265,6775963.181903641,-29392872.126211174
2690.0,-6744371.805789816,653551.596802694,-739.5111462612215,-7628.621729504763,6775963.455067917,-29392872.126210425
2691.0,-6745107.000924898,645922.5568376471,-730.878653935163,-7629.453318391474,6775963.725062123,-29392872.12620967
2692.0,-6745833.563097687,638292.690165911,-722.2452271942717,-7630.275142355922,6775963.991885913,-29392872.12620893
2693.0,-6746551.491379287,630662.0065529352,-713.6108770764421,-7631.08720034973,6775964.255538946,-29392872.126208194
2694.0,-6747260.78485184,623030.5157652114,-704.9756146207412,-7631.889491336975,6775964.516020884,-29392872.126207475
2695.0,-6747961.442608528,615398.2275702611,-696.3394508673949,-7632.682014294198,6775964.773331395,-29392872.126206763
2696.0,-6748653.4637535745,607765.1517366229,-687.7023968577739,-7633.464768210399,6775965.02747015,-29392872.126206063
2697.0,-6749336.847402244,600131.2980338403,-679.0644636343794,-7634.2377520870405,6775965.278436826,-29392872.12620535
2698.0,-6750011.592680844,592496.6762324488,-670.4256622408293,-7635.00096493805,6775965.526231098,-29392872.126204662
2699.0,-6750677.698726726,584861.2961039641,-661.786003721844,-7635.754405789819,6775965.770852651,-29392872.126203988
2700.0,-6751335.164688287,577225.1674208691,-653.1454991232328,-7636.498073681207,6775966.012301174,-29392872.12620332
2701.0,-6751983.989724972,569588.2999566016,-644.5041594918791,-7637.231967663538,6775966.250576356,-29392872.12620266
2702.0,-6752624.173007271,561950.703485542,-635.8619958757274,-7637.956086800607,6775966.485677894,-29392872.12620201
2703.0,-6753255.713716724,554312.3877830005,-627.2190193237683,-7638.67043016868,6775966.7176054865,-29392872.126201365
2704.0,-6753878.611045918,546673.3626252047,-618.5752408860249,-7639.37499685649,6775966.946358836,-29392872.126200736
2705.0,-6754492.864198496,539033.6377892876,-609.9306716135387,-7640.0697859652455,6775967.171937653,-29392872.12620011
2706.0,-6755098.472389146,531393.2230532743,-601.2853225583559,-7640.754796608628,6775967.394341646,-29392872.126199495
2707.0,-6755695.434843612,523752.1281960703,-592.6392047735127,-7641.43002791279,6775967.613570532,-29392872.12619889
2708.0,-6756283.750798692,516110.3629974487,-583.9923293130217,-7642.095479016365,6775967.829624032,-29392872.126198288
2709.0,-6756863.419502238,508467.9372380376,-575.344707231858,-7642.751149070459,6775968.042501867,-29392872.126197696
